Word,NER
Czech,B-LOC
Republic,I-LOC
Andrea,B-PER
Gaudenzi,I-PER
Italy,B-LOC
Tim,B-PER
Henman,I-PER
Britain,B-LOC
Chris,B-PER
Woodruff,I-PER
U S ,B-LOC
MILLNS,B-PER
BOLAND,B-ORG
CAPE,B-LOC
TOWN,I-LOC
South,B-MISC
African,I-MISC
Boland,B-ORG
Leicestershire,B-ORG
David,B-PER
Millns,I-PER
Millns,B-MISC
Australia,B-LOC
England,B-LOC
England,B-LOC
Phillip,B-PER
DeFreitas,I-PER
Boland,B-ORG
EUROPEAN,B-MISC
CUP,I-MISC
WINNERS,I-MISC
CUP,I-MISC
TIRANA,B-LOC
European,B-MISC
Cup,I-MISC
Winners,I-MISC
Cup,B-MISC
Tirana,B-LOC
Flamurtari,B-ORG
Vlore,I-ORG
Albania,B-LOC
Chemlon,B-ORG
Humenne,I-ORG
Slovakia,B-LOC
Lubarskij,B-PER
Valkucak,B-PER
Chemlon,B-ORG
Humenne,I-ORG
Bistrita,B-LOC
Gloria,B-ORG
Bistrita,I-ORG
Romania,B-LOC
Valletta,B-LOC
Malta,B-LOC
Gloria,B-ORG
Bistrita,I-ORG
Ilie,B-PER
Lazar,I-PER
Eugen,B-PER
Voica,I-PER
Valletta,B-LOC
Gilbert,B-PER
Agius,I-PER
Gloria,B-ORG
Bistrita,I-ORG
Chorzow,B-LOC
Ruch,B-ORG
Chorzow,I-ORG
Poland,B-LOC
Llansantffraid,B-ORG
Wales,B-LOC
Arkadiusz,B-PER
Bak,I-PER
Arwel,B-PER
Jones,I-PER
Miroslav,B-PER
Bak,I-PER
Ruch,B-ORG
Chorzow,I-ORG
Larnaca,B-LOC
AEK,B-ORG
Larnaca,I-ORG
Cyprus,B-LOC
Kotaik,B-ORG
Abovyan,I-ORG
Armenia,B-LOC
Zoran,B-PER
Kundic,I-PER
Klimis,B-PER
Alexandrou,I-PER
Milenko,B-PER
Kovasevic,I-PER
Goran,B-PER
Koprinovic,I-PER
Pavlos,B-PER
Markou,I-PER
AEK,B-ORG
Larnaca,I-ORG
Siauliai,B-LOC
Kareda,B-ORG
Siauliai,I-ORG
Lithuania,B-LOC
Sion,B-ORG
Switzerland,B-LOC
Sion,B-ORG
Vinnytsya,B-LOC
Nyva,B-ORG
Vinnytsya,I-ORG
Ukraine,B-LOC
Tallinna,B-ORG
Sadam,I-ORG
Estonia,B-LOC
Nyva,B-ORG
Bergen,B-LOC
Brann,B-ORG
Norway,B-LOC
Shelbourne,B-ORG
Ireland,B-LOC
Brann,B-ORG
Mons,B-PER
Ivar,I-PER
Mjelde,I-PER
Jan,B-PER
Ove,I-PER
Pedersen,I-PER
Shelbourne,B-ORG
Mark,B-PER
Rutherford,I-PER
Brann,B-ORG
Sofia,B-LOC
Levski,B-ORG
Sofia,I-ORG
Bulgaria,B-LOC
Olimpija,B-ORG
Slovenia,B-LOC
Ilian,B-PER
Simeonov,I-PER
Olimpija,B-ORG
Vaduz,B-LOC
Vaduz,B-LOC
Liechtenstein,B-LOC
RAF,B-ORG
Riga,I-ORG
Latvia,B-LOC
Vaduz,B-LOC
Daniele,B-PER
Polverino,I-PER
RAF,B-ORG
Riga,I-ORG
Agrins,B-PER
Zarins,I-PER
Vaduz,B-LOC
Luxembourg,B-LOC
US,B-ORG
Luxembourg,I-ORG
Luxembourg,B-LOC
Varteks,B-ORG
Varazdin,I-ORG
Croatia,B-LOC
Drazen,B-PER
Beser,I-PER
Miljenko,B-PER
Mumler,I-PER
Jamir,B-PER
Cvetko,I-PER
Varteks,B-ORG
Varazdin,I-ORG
Torshavn,B-LOC
Havnar,B-ORG
Boltfelag,I-ORG
Faroe,B-LOC
Islands,I-LOC
Dynamo,B-ORG
Batumi,B-ORG
Georgia,B-LOC
Dynamo,B-ORG
Batumi,I-ORG
Prague,B-LOC
Sparta,B-ORG
Prague,I-ORG
Czech,B-LOC
Republic,I-LOC
Glentoran,B-ORG
Northern,B-LOC
Ireland,I-LOC
Petr,B-PER
Gunda,I-PER
Lumir,B-PER
Mistr,I-PER
Horst,B-PER
Siegl,I-PER
Zdenek,B-PER
Svoboda,I-PER
Petr,B-PER
Gabriel,B-PER
Sparta,B-ORG
Edinburgh,B-LOC
Hearts,B-ORG
Scotland,B-LOC
Red,B-ORG
Star,I-ORG
Belgrade,I-ORG
Yugoslavia,B-LOC
Hearts,B-ORG
Dave,B-PER
McPherson,I-PER
Red,B-ORG
Star,I-ORG
Vinko,B-MISC
Marinovic,I-MISC
Red,B-ORG
Star,I-ORG
Rishon Lezion,B-LOC
Hapoel,B-ORG
Ironi,I-ORG
Israel,B-LOC
Constructorul,B-ORG
Chisinau,B-ORG
Moldova,B-LOC
Constructorul,B-ORG
Anjalonkoski,B-MISC
MyPa 47,B-ORG
Finland,B-LOC
Karabach,B-ORG
Agdam,I-ORG
Azerbaijan,B-LOC
Mypa 47,B-ORG
Skopje,B-LOC
Sloga,B-ORG
Jugomagnat,I-ORG
Macedonia,B-LOC
Kispest,B-ORG
Honved,I-ORG
Hungary,B-LOC
Kispest,B-ORG
Honved,I-ORG
Add,B-ORG
Hapoel,I-ORG
Ironi,I-ORG
Constructorul,B-ORG
Chisinau,I-ORG
Rishon,B-ORG
Moshe,B-PER
Sabag,I-PER
Nissan,B-PER
Kapeta,I-PER
Tomas,B-PER
Cibola,I-PER
Constructorol,B-ORG
Sergei,B-PER
Rogachev,I-PER
Gennadi,B-PER
Skidan,I-PER
GOTHENBURG,B-LOC
FERENCVAROS,B-ORG
EURO,B-MISC
CUP,I-MISC
BUDAPEST,B-LOC
IFK,B-ORG
Gothenburg,I-ORG
Sweden,B-LOC
Ferencvaros,B-ORG
Hungary,B-LOC
European,B-MISC
Champions,I-MISC
Cup,I-MISC
Gothenburg,B-LOC
Ferencvaros,B-ORG
Ferenc,B-PER
Horvath,I-PER
IFK,B-ORG
Gothenburg,I-ORG
Andreas,B-PER
Andersson,I-PER
BRAZILIAN,B-MISC
RIO,B-LOC
DE,I-LOC
JANEIRO,I-LOC
Brazilian,B-MISC
Bahia,B-ORG
Atletico,B-ORG
Paranaense,I-ORG
Corinthians,B-ORG
Guarani,B-ORG
Coritiba,B-ORG
Atletico,B-ORG
Mineiro,I-ORG
Cruzeiro,B-ORG
Vitoria,B-ORG
Flamengo,B-ORG
Juventude,B-ORG
Goias,B-ORG
Sport,B-ORG
Recife,I-ORG
Gremio,B-ORG
Bragantino,B-ORG
Palmeiras,B-ORG
Vasco,B-ORG
da,I-ORG
Gama,I-ORG
Portuguesa,B-ORG
Parana,B-ORG
NEWCOMBE,B-PER
DAVIS,B-MISC
CUP,I-MISC
SYDNEY,B-LOC
Australian,B-MISC
Davis,B-MISC
Cup,I-MISC
John,B-PER
Newcombe,I-PER
Croatia,B-LOC
Wimbledon,B-MISC
Australia,B-LOC
Davis,B-MISC
Cup,I-MISC
Tony,B-PER
Roche,I-PER
Split,B-LOC
Tony,B-PER
Newcombe,B-PER
Sydney,B-LOC
Daily,B-ORG
Telegraph,I-ORG
Australia,B-LOC
Croatia,B-LOC
Newcombe,B-PER
Australia,B-LOC
Davis,B-MISC
Cup,I-MISC
Neale,B-PER
Fraser,I-PER
Newcombe,B-PER
Roche,B-PER
Newcombe,B-PER
Wimbledon,B-MISC
Jason,B-PER
Stoltenberg,I-PER
Patrick,B-PER
Rafter,I-PER
Mark,B-PER
Philippoussis,I-PER
Olympic,B-MISC
Todd,B-PER
Woodbridge,I-PER
Mark,B-PER
Woodforde,I-PER
Croatians,B-MISC
Goran,B-PER
Ivanisevic,I-PER
Newcombe,B-PER
Croatian,B-MISC
Australia,B-LOC
Newcombe,B-PER
Australia,B-LOC
Davis,B-MISC
Cup,I-MISC
Germany,B-LOC
Fraser,B-PER
MALAYSIAN,B-MISC
OPEN,I-MISC
KUALA,B-LOC
LUMPUR,I-LOC
Malaysian,B-MISC
Open,B-MISC
Luo,B-PER
Yigang,I-PER
China,B-LOC
Hwang,B-PER
Sun ho,B-MISC
South,B-LOC
Korea,I-LOC
Jason,B-PER
Wong,I-PER
Malaysia,B-LOC
Abdul,B-PER
Samad,I-PER
Ismail,I-PER
Malaysia,B-LOC
P ,B-PER
Kantharoopan,I-PER
Malaysia,B-LOC
Jeroen,B-PER
Van,I-PER
Dijk,I-PER
Netherlands,B-LOC
Wijaya,B-PER
Indra,I-PER
Indonesia,B-LOC
Pang,B-PER
Chen,I-PER
Malaysia,B-LOC
Hu,B-PER
Zhilan,I-PER
China,B-LOC
Nunung,B-PER
Subandoro,I-PER
Indonesia,B-LOC
Hermawan,B-PER
Susanto,I-PER
Indonesia,B-LOC
Fung,B-PER
Permadi,I-PER
Taiwan,B-LOC
Wang,B-PER
Chen,I-PER
China,B-LOC
Cindana,B-PER
Indonesia,B-LOC
1ama,B-PER
Japan,B-LOC
Margit,B-PER
Borg,I-PER
Sweden,B-LOC
Sun,B-PER
Jian,I-PER
China,B-LOC
Marina,B-PER
Andrievskaqya,I-PER
Sweden,B-LOC
Meluawati,B-PER
Indonesia,B-LOC
Chan,B-PER
Chia,I-PER
Fong,I-PER
Malaysia,B-LOC
Gong,B-PER
Zhichao,I-PER
China,B-LOC
Liu,B-PER
Lufung,I-PER
China,B-LOC
Zeng,B-PER
Yaqiong,I-PER
China,B-LOC
Li,B-PER
Feng,I-PER
New,B-LOC
Zealand,I-LOC
Christine,B-PER
Magnusson,I-PER
Sweden,B-LOC
Ishwari,B-PER
Boopathy,I-PER
Malaysia,B-LOC
Zhang,B-PER
Ning,I-PER
China,B-LOC
Olivia,B-PER
Indonesia,B-LOC
U S ,B-MISC
OPEN,I-MISC
NEW,B-LOC
YORK,I-LOC
U S ,B-MISC
Open,I-MISC
U S,B-LOC
National,B-LOC
Tennis,I-LOC
Centre,I-LOC
Pete,B-PER
Sampras,I-PER
U S ,B-LOC
Adrian,B-PER
Voinea,I-PER
Romania,B-LOC
Jiri,B-PER
Novak,I-PER
Czech,B-LOC
Republic,I-LOC
Magnus,B-PER
Larsson,I-PER
Sweden,B-LOC
Alexander,B-PER
Volkov,I-PER
Russia,B-LOC
Mikael,B-PER
Tillstrom,I-PER
Sweden,B-LOC
Andrei,B-PER
Olhovskiy,I-PER
Russia,B-LOC
Mark,B-PER
Woodforde,I-PER
Australia,B-LOC
Mark,B-PER
Philippoussis,I-PER
Australia,B-LOC
Roberto,B-PER
Carretero,I-PER
Spain,B-LOC
Jordi,B-PER
Burillo,I-PER
Spain,B-LOC
Francisco,B-PER
Clavet,I-PER
Spain,B-LOC
Cedric,B-PER
Pioline,I-PER
France,B-LOC
Wayne,B-PER
Ferreira,I-PER
South,B-LOC
Africa,I-LOC
Karol,B-PER
Kucera,I-PER
Slovakia,B-LOC
Jonas,B-PER
Bjorkman,I-PER
Sweden,B-LOC
Christian,B-PER
Rudd,I-PER
Norway,B-LOC
Alex,B-PER
Corretja,I-PER
Spain,B-LOC
Byron,B-PER
Black,I-PER
Zimbabwe,B-LOC
David,B-PER
Rikl,I-PER
Czech,B-LOC
Republic,I-LOC
Hicham,B-PER
Arazi,I-PER
Morocco,B-LOC
Sjeng,B-PER
Schalken,I-PER
Netherlands,B-LOC
Gilbert,B-PER
Schaller,I-PER
Austria,B-LOC
Grant,B-PER
Stafford,I-PER
South,B-LOC
Africa,I-LOC
Guy,B-PER
Forget,I-PER
France,B-LOC
Fernando,B-PER
Meligeni,I-PER
Brazil,B-LOC
Yevgeny,B-PER
Kafelnikov,I-PER
Russia,B-LOC
Goran,B-PER
Ivanisevic,I-PER
Croatia,B-LOC
Andrei,B-PER
Chesnokov,I-PER
Russia,B-LOC
Scott,B-PER
Draper,I-PER
Australia,B-LOC
Galo,B-PER
Blanco,I-PER
Spain,B-LOC
Renzo,B-PER
Furlan,I-PER
Italy,B-LOC
Thomas,B-PER
Johansson,I-PER
Sweden,B-LOC
Hendrik,B-PER
Dreekman,I-PER
Germany,B-LOC
Greg,B-PER
Rusedski,I-PER
Britain,B-LOC
Andrei,B-PER
Medvedev,I-PER
Ukraine,B-LOC
Jean Philippe,B-PER
Fleurian,I-PER
France,B-LOC
Jan,B-PER
Kroslak,I-PER
Slovakia,B-LOC
Chris,B-PER
Woodruff,I-PER
U S ,B-LOC
Petr,B-PER
Korda,I-PER
Czech,B-LOC
Republic,I-LOC
Bohdan,B-PER
Ulihrach,I-PER
Czech,B-LOC
Republic,I-LOC
Alberto,B-PER
Costa,I-PER
Spain,B-LOC
Todd,B-PER
Martin,I-PER
U S ,B-LOC
Younnes,B-PER
El,I-PER
Aynaoui,I-PER
Morocco,B-LOC
Andrea,B-PER
Gaudenzi,I-PER
Italy,B-LOC
Shuzo,B-PER
Matsuoka,I-PER
Japan,B-LOC
Doug,B-PER
Flach,I-PER
U S ,B-LOC
Mats,B-PER
Wilander,I-PER
Sweden,B-LOC
Tim,B-PER
Henman,I-PER
Britain,B-LOC
Paul,B-PER
Haarhuis,I-PER
Netherlands,B-LOC
Michael,B-PER
Joyce,I-PER
U S ,B-LOC
Michael,B-PER
Tebbutt,I-PER
Australia,B-LOC
Richey,B-PER
Reneberg,I-PER
U S ,B-LOC
Jonathan,B-PER
Stark,I-PER
U S ,B-LOC
Bernd,B-PER
Karbacher,I-PER
Germany,B-LOC
Stefan,B-PER
Edberg,I-PER
Sweden,B-LOC
Richard,B-PER
Krajicek,I-PER
Netherlands,B-LOC
Andre,B-PER
Agassi,I-PER
U S ,B-LOC
Mauricio,B-PER
Hadad,I-PER
Colombia,B-LOC
Marcos,B-PER
Ondruska,I-PER
South,B-LOC
Africa,I-LOC
Felix,B-PER
Mantilla,I-PER
Spain,B-LOC
Carlos,B-PER
Moya,I-PER
Spain,B-LOC
Scott,B-PER
Humphries,I-PER
U S ,B-LOC
Jan,B-PER
Siemerink,I-PER
Netherlands,B-LOC
Carl Uwe,B-PER
Steeb,I-PER
Germany,B-LOC
David,B-PER
Wheaton,I-PER
U S ,B-LOC
Kevin,B-PER
Kim,I-PER
U S ,B-LOC
Nicolas,B-PER
Lapentti,I-PER
Ecuador,B-LOC
Alex,B-PER
O Brien,I-PER
U S ,B-LOC
Karim,B-PER
Alami,I-PER
Morocco,B-LOC
MaliVai,B-PER
Washington,I-PER
U S ,B-LOC
Thomas,B-PER
Enqvist,I-PER
Sweden,B-LOC
Stephane,B-PER
Simian,I-PER
France,B-LOC
Guillaume,B-PER
Raoux,I-PER
France,B-LOC
Filip,B-PER
Dewulf,I-PER
Belgium,B-LOC
Mark,B-PER
Knowles,I-PER
Bahamas,B-LOC
Marcelo,B-PER
Filippini,I-PER
Uruguay,B-LOC
Todd,B-PER
Woodbridge,I-PER
Australia,B-LOC
Kris,B-PER
Goossens,I-PER
Belgium,B-LOC
Sergi,B-PER
Bruguera,I-PER
Spain,B-LOC
Michael,B-PER
Stich,I-PER
Germany,B-LOC
Chuck,B-PER
Adams,I-PER
U S ,B-LOC
Javier,B-PER
Frana,I-PER
Argentina,B-LOC
Thomas,B-PER
Muster,I-PER
Austria,B-LOC
Jim,B-PER
Courier,I-PER
U S ,B-LOC
Javier,B-PER
Sanchez,I-PER
Spain,B-LOC
Jim,B-PER
Grabb,I-PER
U S ,B-LOC
Sandon,B-PER
Stolle,I-PER
Australia,B-LOC
Patrick,B-PER
Rafter,I-PER
Australia,B-LOC
Kenneth,B-PER
Carlsen,I-PER
Denmark,B-LOC
Jason,B-PER
Stoltenberg,I-PER
Australia,B-LOC
Stefano,B-PER
Pescosolido,I-PER
Italy,B-LOC
Arnaud,B-PER
Boetsch,I-PER
France,B-LOC
Nicolas,B-PER
Pereira,I-PER
Venezuela,B-LOC
Carlos,B-PER
Costa,I-PER
Spain,B-LOC
Magnus,B-PER
Gustafsson,I-PER
Sweden,B-LOC
Jeff,B-PER
Tarango,I-PER
U S ,B-LOC
Alex,B-PER
Radulescu,I-PER
Germany,B-LOC
Marcelo,B-PER
Rios,I-PER
Chile,B-LOC
Marc,B-PER
Rosset,I-PER
Switzerland,B-LOC
Jared,B-PER
Palmer,I-PER
U S ,B-LOC
Martin,B-PER
Damm,I-PER
Czech,B-LOC
Republic,I-LOC
Hernan,B-PER
Gumy,I-PER
Argentina,B-LOC
Nicklas,B-PER
Kulti,I-PER
Sweden,B-LOC
Jakob,B-PER
Hlasek,I-PER
Switzerland,B-LOC
Cecil,B-PER
Mamiit,I-PER
U S ,B-LOC
Alberto,B-PER
Berasategui,I-PER
Spain,B-LOC
Vince,B-PER
Spadea,I-PER
U S ,B-LOC
Daniel,B-PER
Vacek,I-PER
Czech,B-LOC
Republic,I-LOC
David,B-PER
Prinosil,I-PER
Germany,B-LOC
Tomas,B-PER
Carbonell,I-PER
Spain,B-LOC
Michael,B-PER
Chang,I-PER
U S ,B-LOC
ORIOLES,B-ORG
DAVEY,B-PER
JOHNSON,I-PER
BALTIMORE,B-LOC
Baltimore,B-ORG
Orioles,I-ORG
Davey,B-PER
Johnson,I-PER
Seattle,B-ORG
Mariners,I-ORG
Johnson,B-PER
Orioles,B-ORG
William,B-PER
Goldiner,I-PER
Johnson,B-PER
Orioles,B-ORG
Andy,B-PER
Etchebarren,I-PER
Johnson,B-PER
Johnson,B-PER
California,B-ORG
Angels,I-ORG
John,B-PER
McNamara,I-PER
New,B-LOC
York,I-LOC
Columbia,B-LOC
Presbyterian,I-LOC
Hospital,I-LOC
Johnson,B-PER
Baltimore,B-LOC
Orioles,B-ORG
Phil,B-PER
Regan,I-PER
Cincinnati,B-ORG
Reds,I-ORG
National,B-MISC
League,I-MISC
Championship,I-MISC
Series,I-MISC
New,B-ORG
York,I-ORG
Mets,I-ORG
World,B-MISC
Series,I-MISC
Baltimore,B-ORG
New,B-ORG
York,I-ORG
Yankees,I-ORG
American,B-MISC
League,I-MISC
East,I-MISC
Division,I-MISC
MAJOR,B-MISC
LEAGUE,I-MISC
NEW,B-LOC
YORK,I-LOC
Major,B-MISC
League,I-MISC
Baseball,I-MISC
AMERICAN,B-MISC
LEAGUE,I-MISC
EASTERN,B-MISC
DIVISION,I-MISC
NEW,B-ORG
YORK,I-ORG
BALTIMORE,B-ORG
BOSTON,B-ORG
TORONTO,B-ORG
DETROIT,B-ORG
CENTRAL,B-MISC
DIVISION,I-MISC
CLEVELAND,B-ORG
CHICAGO,B-ORG
MINNESOTA,B-ORG
MILWAUKEE,B-ORG
KANSAS,B-ORG
CITY,I-ORG
WESTERN,B-MISC
DIVISION,I-MISC
TEXAS,B-ORG
SEATTLE,B-ORG
OAKLAND,B-ORG
CALIFORNIA,B-ORG
OAKLAND,B-ORG
BOSTON,B-LOC
SEATTLE,B-ORG
BALTIMORE,B-LOC
CALIFORNIA,B-ORG
NEW,B-LOC
YORK,I-LOC
TORONTO,B-ORG
CHICAGO,B-LOC
DETROIT,B-ORG
KANSAS,B-LOC
CITY,I-LOC
TEXAS,B-ORG
MINNESOTA,B-LOC
NATIONAL,B-MISC
LEAGUE,I-MISC
EASTERN,B-MISC
DIVISION,I-MISC
ATLANTA,B-ORG
MONTREAL,B-ORG
NEW,B-ORG
YORK,I-ORG
FLORIDA,B-ORG
PHILADELPHIA,B-ORG
CENTRAL,B-MISC
DIVISION,I-MISC
HOUSTON,B-ORG
ST,B-ORG
LOUIS,I-ORG
CHICAGO,B-ORG
CINCINNATI,B-ORG
PITTSBURGH,B-ORG
WESTERN,B-MISC
DIVISION,I-MISC
SAN,B-ORG
DIEGO,I-ORG
LOS,B-ORG
ANGELES,I-ORG
COLORADO,B-ORG
SAN,B-ORG
FRANCISCO,I-ORG
ST,B-ORG
LOUIS,I-ORG
COLORADO,B-LOC
CINCINNATI,B-ORG
ATLANTA,B-LOC
PITTSBURGH,B-ORG
HOUSTON,B-LOC
PHILADELPHIA,B-ORG
LOS,B-LOC
ANGELES,I-LOC
MONTREAL,B-ORG
SAN,B-LOC
FRANCISCO,I-LOC
MAJOR,B-MISC
LEAGUE,I-MISC
NEW,B-LOC
YORK,I-LOC
Major,B-MISC
League,I-MISC
American,B-MISC
League,I-MISC
California,B-ORG
NEW,B-ORG
YORK,I-ORG
DETROIT,B-ORG
Chicago,B-ORG
Milwaukee,B-ORG
MINNESOTA,B-ORG
BOSTON,B-ORG
Oakland,B-ORG
BALTIMORE,B-ORG
Seattle,B-ORG
Texas,B-ORG
CLEVELAND,B-ORG
Toronto,B-ORG
KANSAS,B-ORG
CITY,I-ORG
National,B-MISC
League,I-MISC
CHICAGO,B-ORG
Florida,B-ORG
SAN,B-ORG
FRANCISCO,I-ORG
New,B-ORG
York,I-ORG
ATLANTA,B-ORG
Cincinnati,B-ORG
Pittsburgh,B-ORG
HOUSTON,B-ORG
COLORADO,B-ORG
St,B-ORG
Louis,I-ORG
Philadelphia,B-ORG
LOS,B-ORG
ANGELES,I-ORG
SAN,B-ORG
DIEGO,I-ORG
Montreal,B-ORG
GREER,B-PER
TEXAS,B-ORG
INDIANS,B-ORG
CLEVELAND,B-LOC
Rusty,B-PER
Greer,I-PER
Texas,B-ORG
Rangers,I-ORG
Cleveland,B-ORG
Indians,I-ORG
Greer,B-PER
Julian,B-PER
Tavarez,I-PER
Greer,B-PER
Ivan,B-PER
Rodriguez,I-PER
Mickey,B-PER
Cochrane,I-PER
Johnny,B-PER
Bench,I-PER
Terry,B-PER
Kennedy,I-PER
Rangers,B-ORG
Indians,B-ORG
American,B-MISC
League,I-MISC
Western,I-MISC
Jacobs,B-LOC
Field,I-LOC
Yankees,B-ORG
A L ,B-MISC
Central,I-MISC
Cleveland,B-ORG
Indians,B-ORG
Kenny,B-PER
Lofton,I-PER
Ed,B-PER
Vosberg,I-PER
Dean,B-PER
Palmer,I-PER
Rangers,B-ORG
Baltimore,B-LOC
Cal,B-PER
Ripken,I-PER
Bobby,B-PER
Bonilla,I-PER
Orioles,B-ORG
Seattle,B-ORG
Mariners,I-ORG
Mariners,B-ORG
Ripken,B-PER
Sterling,B-PER
Hitchcock,I-PER
Bonilla,B-PER
Randy,B-PER
Johnson,I-PER
Cy,B-PER
Young,I-PER
Bonilla,B-PER
RBI,B-MISC
Baltimore,B-LOC
Yankees,B-ORG
A L ,B-MISC
East,I-MISC
Scott,B-PER
Erickson,I-PER
Alex,B-PER
Rodriguez,I-PER
RBI,B-MISC
Mariners,B-ORG
Ripken,B-PER
Chris,B-PER
Hoiles,I-PER
Baltimore,B-LOC
New,B-LOC
York,I-LOC
Jason,B-PER
Dickson,I-PER
Chili,B-PER
Davis,I-PER
California,B-ORG
Angels,I-ORG
Yankees,B-ORG
Dickson,B-PER
Derek,B-PER
Jeter,I-PER
Angels,B-ORG
Jimmy,B-PER
Key,I-PER
Yankees,B-ORG
California,B-LOC
John,B-PER
McNamara,I-PER
New,B-LOC
York,I-LOC
Boston,B-LOC
Mike,B-PER
Stanley,I-PER
Red,B-ORG
Sox,I-ORG
Oakland,B-ORG
Athletics,I-ORG
Stanley,B-PER
Boston,B-LOC
Mo,B-PER
Vaughn,I-PER
RBI,B-MISC
Scott,B-PER
Brosius,I-PER
Athletics,B-ORG
Detroit,B-LOC
Brad,B-PER
Ausmus,I-PER
Tigers,B-ORG
Chicago,B-ORG
White,I-ORG
Sox,I-ORG
Tigers,B-ORG
White,B-ORG
Sox,I-ORG
Kansas,B-LOC
City,I-LOC
Juan,B-PER
Guzman,I-PER
ERA,B-MISC
Toronto,B-ORG
Blue,I-ORG
Jays,I-ORG
Royals,B-ORG
Guzman,B-PER
ERA,B-MISC
Minnesota,B-LOC
John,B-PER
Jaha,I-PER
Milwaukee,B-ORG
Brewers,I-ORG
Twins,B-ORG
Jaha,B-PER
RBI,B-MISC
RBI,B-MISC
Jose,B-PER
Valentin,I-PER
Milwaukee,B-ORG
COCU,B-PER
PSV,B-ORG
AMSTERDAM,B-LOC
Philip,B-PER
Cocu,I-PER
PSV,B-ORG
Eindhoven,I-ORG
NEC,B-ORG
Nijmegen,I-ORG
Dutch,B-MISC
Arthur,B-PER
Numan,I-PER
Luc,B-PER
Nilis,I-PER
Dutch,B-MISC
PSV,B-ORG
Ajax,B-ORG
Amsterdam,I-ORG
NAC,B-ORG
Breda,I-ORG
DUTCH,B-MISC
AMSTERDAM,B-LOC
Dutch,B-MISC
NEC,B-ORG
Nijmegen,I-ORG
PSV,B-ORG
Eindhoven,I-ORG
Nilis,B-PER
Cocu,B-PER
DUTCH,B-MISC
AMSTERDAM,B-LOC
Dutch,B-MISC
NEC,B-ORG
Nijmegen,I-ORG
PSV,B-ORG
Eindhoven,I-ORG
KNUP,B-PER
SWISS,B-MISC
GENEVA,B-LOC
Galatasaray,B-ORG
Adrian,B-PER
Knup,I-PER
Switzerland,B-LOC
World,B-MISC
Cup,I-MISC
Azerbaijan,B-LOC
Baku,B-LOC
Knup,B-PER
Artur,B-PER
Jorge,I-PER
European,B-MISC
Rolf,B-PER
Fringer,I-PER
Knup,B-PER
Switzerland,B-LOC
Euro,B-MISC
Marco,B-PER
Pascolo,I-PER
Cagliari,B-ORG
Pascal,B-PER
Zuberbuehler,I-PER
Grasshoppers,B-ORG
Stephane,B-PER
Henchoz,I-PER
Hamburg,B-ORG
Marc,B-PER
Hottiger,I-PER
Everton,B-ORG
Yvan,B-PER
Quentin,I-PER
Sion,B-ORG
Ramon,B-PER
Vega,I-PER
Cagliari,B-ORG
Raphael,B-PER
Wicky,I-PER
Sion,B-ORG
Alexandre,B-PER
Comisetti,I-PER
Grasshoppers,B-ORG
Antonio,B-PER
Esposito,I-PER
Grasshoppers,B-ORG
Sebastien,B-PER
Fournier,I-PER
Stuttgart,B-LOC
Christophe,B-PER
Ohrel,I-PER
Lausanne,B-LOC
Patrick,B-PER
Sylvestre,I-PER
Sion,B-ORG
David,B-PER
Sesa,I-PER
Servette,B-ORG
Ciriaco,B-PER
Sforza,I-PER
Inter,B-ORG
Milan,I-ORG
Murat,B-PER
Yakin,I-PER
Grasshoppers,B-ORG
Kubilay,B-PER
Turkyilmaz,I-PER
Grasshoppers,B-ORG
Adrian,B-PER
Knup,I-PER
Galatasaray,B-ORG
Christophe,B-PER
Bonvin,I-PER
Sion,B-ORG
Stephane,B-PER
Chapuisat,I-PER
Borussia,B-ORG
Dortmund,I-ORG
BRUSSELS,B-LOC
Brussels,B-LOC
Belgian,B-MISC
GERMAN,B-MISC
OPEN,I-MISC
STUTTGART,B-LOC
Germany,B-LOC
German,B-MISC
Open,I-MISC
Britain,B-LOC
Paul,B-PER
Broadhurst,I-PER
Raymond,B-PER
Russell,I-PER
David,B-PER
J ,I-PER
Russell,I-PER
Michael,B-PER
Campbell,I-PER
New,B-LOC
Zealand,I-LOC
Ian,B-PER
Woosnam,B-PER
Bernhard,B-PER
Langer,I-PER
Germany,B-LOC
Ronan,B-PER
Rafferty,I-PER
Mats,B-PER
Lanner,B-PER
Sweden,B-LOC
Wayne,B-PER
Riley,I-PER
Australia,B-LOC
Eamonn,B-PER
Darcy,I-PER
Ireland,B-LOC
Per,B-PER
Nyman,I-PER
Sweden,B-LOC
Russell,B-PER
Claydon,I-PER
Mark,B-PER
Roe,I-PER
Retief,B-PER
Goosen,I-PER
South,B-LOC
Africa,I-LOC
Carl,B-PER
Suneson,I-PER
Stephen,B-PER
Field,I-PER
Paul,B-PER
Lawrie,I-PER
Ian,B-PER
Pyman,I-PER
Max,B-PER
Anglert,I-PER
Sweden,B-LOC
Miles,B-PER
Tunnicliff,I-PER
Christian,B-PER
Cevaer,I-PER
France,B-LOC
Des,B-PER
Smyth,I-PER
Ireland,B-LOC
David,B-PER
Carter,I-PER
Lee,B-PER
Westwood,I-PER
Greg,B-PER
Chalmers,B-PER
Australia,B-LOC
Miguel,B-PER
Angel,I-PER
Martin,I-PER
Spain,B-LOC
Thomas,B-PER
Bjorn,I-PER
Denmark,B-LOC
Fernando,B-PER
Roca,I-PER
Spain,B-LOC
